IDCliente,AbandonoEmpresa,Genero,CiudadanoTerceraEdad,Soltero-a,Dependientes,MesesAntiguedad,ServicioTelefonico,SuscripcionLineasMultiples,SuscripcionServicioInternet,SuscripcionSeguridadEnLinea,SuscripcionCopiaDeSeguridadEnLinea,SuscripcionProteccionDispositivo,SuscripcionSoporteTecnico,ServicioEnLineaTransmisionTV,internet.StreamingMovies,Contrato,FacturaElectronica,MetodoPago,CargosMensuales,CargosTotales,Cuentas_Diarias,Rango_MesesAntiguedad,CargosMensuales_por_MesesAntiguedad
1809-DMJHQ,1,Femenino,0,0,1,5,1,0,DSL,0,0,0,0,0,0,Mensual,0,Cheque por correo,46.0,221.7,1.5333333333333334,0-10,230.0
1810-BOHSY,0,Masculino,0,1,0,51,1,1,Fibra optica,1,1,0,0,0,1,Anual,1,Tarjeta de credito (automatica),96.4,4911.05,3.2133333333333334,51-60,4916.400000000001
1810-MVMAI,0,Masculino,0,1,1,30,1,1,DSL,1,1,1,1,0,0,Mensual,0,Cheque electronico,67.6,2000.2,2.253333333333333,31-40,2027.9999999999998
1813-JLKWR,0,Femenino,0,1,1,64,1,0,No,0,0,0,0,0,0,Anual,0,Transferencia bancaria (automatica),19.8,1336.65,0.66,61-70,1267.2
1813-JYWTO,0,Femenino,0,1,0,72,1,1,Fibra optica,1,0,0,0,0,0,Dos años,0,Transferencia bancaria (automatica),80.45,5737.6,2.6816666666666666,71-80,5792.400000000001
1814-DKOLC,0,Femenino,0,0,0,5,1,1,No,0,0,0,0,0,0,Mensual,0,Cheque por correo,25.45,134.75,0.8483333333333333,0-10,127.25
1814-WFGVS,0,Masculino,0,1,1,72,0,0,DSL,1,0,1,1,1,0,Dos años,0,Cheque por correo,48.9,3527.0,1.63,71-80,3520.7999999999997
1816-FLZDK,0,Masculino,0,0,0,1,0,0,DSL,0,0,0,1,0,0,Mensual,0,Cheque por correo,29.15,29.15,0.9716666666666666,0-10,29.15
1818-ESQMW,0,Femenino,0,0,0,27,1,0,Fibra optica,0,0,1,1,0,1,Mensual,1,Cheque electronico,89.2,2383.6,2.9733333333333336,21-30,2408.4
1820-DJFPH,0,Femenino,0,1,1,72,1,1,No,0,0,0,0,0,0,Dos años,1,Transferencia bancaria (automatica),24.05,1709.15,0.8016666666666666,71-80,1731.6000000000001
1820-TQVEV,1,Masculino,0,0,0,1,1,0,Fibra optica,0,0,0,0,0,0,Mensual,1,Cheque electronico,69.55,69.55,2.3183333333333334,0-10,69.55
1821-BUCWY,0,Masculino,0,0,0,30,1,0,DSL,1,0,1,0,0,0,Dos años,1,Cheque por correo,55.65,1653.85,1.855,31-40,1669.5
1830-GGFNM,0,Masculino,0,1,1,65,1,1,Fibra optica,1,1,1,1,0,0,Dos años,0,Tarjeta de credito (automatica),94.55,6078.75,3.1516666666666664,61-70,6145.75
1830-IPXVJ,0,Femenino,0,1,1,61,1,0,No,0,0,0,0,0,0,Dos años,0,Tarjeta de credito (automatica),19.75,1311.6,0.6583333333333333,61-70,1204.75
1832-PEUTS,0,Masculino,0,1,1,62,1,1,Fibra optica,0,0,1,0,1,0,Dos años,1,Tarjeta de credito (automatica),89.1,5411.65,2.9699999999999998,61-70,5524.2
1833-TCXKK,0,Masculino,0,1,0,45,1,1,Fibra optica,0,1,1,0,1,1,Mensual,1,Transferencia bancaria (automatica),107.75,4882.8,3.591666666666667,41-50,4848.75
1833-VGRUM,1,Femenino,1,0,0,1,1,1,Fibra optica,0,0,0,0,0,0,Mensual,1,Cheque electronico,74.2,74.2,2.4733333333333336,0-10,74.2
1834-ABKHQ,0,Femenino,0,1,1,52,1,0,DSL,0,0,1,0,0,0,Anual,1,Transferencia bancaria (automatica),50.95,2610.65,1.6983333333333335,51-60,2649.4
1834-WULEG,0,Masculino,0,1,1,24,1,0,No,0,0,0,0,0,0,Anual,0,Cheque por correo,20.25,439.75,0.675,21-30,486.0
1837-YQUCE,0,Femenino,0,0,0,70,0,0,DSL,1,0,1,1,1,1,Dos años,1,Transferencia bancaria (automatica),58.35,4214.25,1.945,71-80,4084.5
1839-FBNFR,0,Femenino,0,1,1,39,1,0,No,0,0,0,0,0,0,Dos años,1,Transferencia bancaria (automatica),19.85,854.8,0.6616666666666667,31-40,774.1500000000001
1839-UMACK,0,Masculino,0,0,0,42,1,1,No,0,0,0,0,0,0,Anual,0,Cheque electronico,25.05,949.85,0.8350000000000001,41-50,1052.1000000000001
1840-BIUOG,0,Masculino,0,0,0,20,1,1,DSL,0,1,0,1,1,0,Anual,1,Cheque electronico,68.7,1416.2,2.29,21-30,1374.0
1841-YSJGV,0,Masculino,0,1,0,72,1,1,Fibra optica,1,1,0,1,1,1,Dos años,1,Tarjeta de credito (automatica),109.95,7852.4,3.665,71-80,7916.400000000001
1842-EZJMK,1,Masculino,0,1,1,50,1,1,Fibra optica,0,1,0,1,1,1,Mensual,0,Cheque electronico,103.7,5071.05,3.4566666666666666,51-60,5185.0
1843-TLSGD,0,Femenino,0,1,1,13,1,0,No,0,0,0,0,0,0,Dos años,0,Cheque por correo,20.85,272.35,0.6950000000000001,11-20,271.05
1845-CSBRZ,0,Femenino,1,1,1,22,1,1,Fibra optica,0,0,0,0,1,0,Mensual,0,Transferencia bancaria (automatica),85.35,1961.6,2.8449999999999998,21-30,1877.6999999999998
1845-ZLLIG,0,Masculino,0,0,0,1,1,0,DSL,0,1,0,0,0,0,Mensual,1,Cheque por correo,50.15,50.15,1.6716666666666666,0-10,50.15
1846-XWOQN,1,Femenino,1,0,0,1,1,0,Fibra optica,0,0,0,0,0,0,Mensual,1,Cheque electronico,70.15,70.15,2.3383333333333334,0-10,70.15
1848-LBZHY,0,Femenino,0,1,0,7,1,0,DSL,1,0,0,0,0,0,Mensual,1,Transferencia bancaria (automatica),50.3,355.1,1.6766666666666665,0-10,352.09999999999997
1849-RJYIG,0,Femenino,0,0,0,8,1,0,DSL,1,0,0,0,1,0,Mensual,1,Cheque electronico,60.0,487.75,2.0,0-10,480.0
1850-AKQEP,0,Masculino,0,0,1,8,1,0,No,0,0,0,0,0,0,Mensual,0,Cheque por correo,20.35,178.7,0.6783333333333333,0-10,162.8
1852-QSWCD,0,Masculino,0,1,1,64,1,1,No,0,0,0,0,0,0,Dos años,1,Cheque por correo,24.8,1514.85,0.8266666666666667,61-70,1587.2
1852-XEMDW,0,Masculino,0,0,0,22,1,1,DSL,1,1,1,0,0,0,Mensual,0,Cheque por correo,65.05,1427.55,2.1683333333333334,21-30,1431.1
1853-ARAAQ,0,Femenino,0,0,0,26,0,0,DSL,0,0,1,0,1,1,Mensual,1,Tarjeta de credito (automatica),50.35,1277.5,1.6783333333333335,21-30,1309.1000000000001
1853-UDXBW,1,Masculino,0,1,1,1,1,0,Fibra optica,0,0,0,0,0,0,Mensual,1,Cheque electronico,70.0,70.0,2.3333333333333335,0-10,70.0
1855-AGAWH,0,Masculino,0,1,0,31,1,0,Fibra optica,0,0,1,0,1,1,Anual,1,Cheque electronico,93.8,2939.8,3.1266666666666665,31-40,2907.7999999999997
1855-CFULU,0,Femenino,1,0,0,4,1,0,No,0,0,0,0,0,0,Mensual,0,Cheque por correo,20.05,91.45,0.6683333333333333,0-10,80.2
1862-QRWPE,0,Femenino,0,1,1,48,1,0,No,0,0,0,0,0,0,Dos años,0,Transferencia bancaria (automatica),20.65,1057.0,0.6883333333333332,41-50,991.1999999999999
1862-SKORY,1,Femenino,1,1,0,40,0,0,DSL,0,1,0,0,1,0,Mensual,1,Cheque electronico,39.3,1637.4,1.3099999999999998,41-50,1572.0
1866-DIOQZ,0,Femenino,0,1,0,71,0,0,DSL,1,1,1,1,1,1,Anual,0,Transferencia bancaria (automatica),66.8,4689.15,2.2266666666666666,71-80,4742.8
1866-NXPSP,0,Femenino,0,0,0,36,1,0,DSL,1,1,1,1,0,1,Anual,1,Cheque por correo,75.55,2680.15,2.518333333333333,31-40,2719.7999999999997
1866-OBPNR,0,Masculino,0,1,1,1,1,0,Fibra optica,0,1,0,0,0,0,Mensual,0,Tarjeta de credito (automatica),74.6,74.6,2.4866666666666664,0-10,74.6
1866-RZZQS,1,Masculino,1,0,0,41,1,1,Fibra optica,0,0,1,0,1,1,Mensual,1,Cheque electronico,98.4,4187.75,3.2800000000000002,41-50,4034.4
1866-ZSLJM,0,Masculino,0,0,0,21,1,0,No,0,0,0,0,0,0,Mensual,0,Tarjeta de credito (automatica),20.5,402.85,0.6833333333333333,21-30,430.5
1867-BDVFH,1,Masculino,0,1,1,11,1,1,Fibra optica,0,0,0,0,0,0,Mensual,1,Cheque electronico,74.35,834.2,2.478333333333333,11-20,817.8499999999999
1867-TJHTS,0,Femenino,0,0,0,58,1,1,Fibra optica,1,0,0,0,0,0,Mensual,1,Transferencia bancaria (automatica),79.8,4526.85,2.6599999999999997,51-60,4628.4
1871-MOWRM,1,Masculino,0,1,0,12,1,0,Fibra optica,1,0,0,1,0,0,Mensual,0,Transferencia bancaria (automatica),80.85,866.45,2.695,11-20,970.1999999999999
1872-EBWSC,0,Femenino,0,0,0,29,1,0,No,0,0,0,0,0,0,Anual,0,Cheque por correo,20.35,617.35,0.6783333333333333,21-30,590.1500000000001
1875-QIVME,1,Femenino,0,1,0,2,1,1,Fibra optica,0,0,1,1,1,1,Mensual,1,Cheque electronico,104.4,242.8,3.48,0-10,208.8
1877-HKBQX,0,Femenino,0,0,0,11,1,0,DSL,1,0,0,1,0,0,Anual,1,Cheque por correo,54.6,617.85,1.82,11-20,600.6
1891-FZYSA,1,Masculino,1,1,0,69,1,1,Fibra optica,0,1,0,0,1,0,Mensual,1,Cheque electronico,89.95,6143.15,2.9983333333333335,61-70,6206.55
1891-QRQSA,0,Masculino,1,1,1,64,1,1,Fibra optica,1,0,1,1,1,1,Dos años,1,Transferencia bancaria (automatica),111.6,7099.0,3.7199999999999998,61-70,7142.4
1891-UAWWU,1,Femenino,1,1,0,20,1,1,Fibra optica,0,0,1,0,1,0,Mensual,0,Cheque electronico,90.8,1951.0,3.0266666666666664,21-30,1816.0
1894-IGFSG,1,Femenino,0,0,0,22,1,0,Fibra optica,0,0,0,0,1,1,Mensual,0,Cheque electronico,89.25,1907.85,2.975,21-30,1963.5
1895-QTKDO,0,Femenino,0,0,0,1,1,0,DSL,0,0,0,0,0,0,Mensual,0,Tarjeta de credito (automatica),43.95,43.95,1.465,0-10,43.95
1897-OKVMW,0,Femenino,0,1,1,64,1,1,DSL,1,1,1,1,1,1,Dos años,1,Cheque por correo,90.6,5817.45,3.02,61-70,5798.4
1897-RCFUM,0,Femenino,0,1,1,39,1,1,No,0,0,0,0,0,0,Anual,1,Cheque por correo,24.2,914.6,0.8066666666666666,31-40,943.8
1898-JSNDC,0,Femenino,0,0,0,39,1,0,DSL,0,1,0,0,1,0,Anual,1,Tarjeta de credito (automatica),58.6,2224.5,1.9533333333333334,31-40,2285.4
1899-VXWXM,1,Masculino,0,0,0,48,1,1,Fibra optica,0,1,1,0,1,1,Anual,1,Tarjeta de credito (automatica),106.1,5082.8,3.5366666666666666,41-50,5092.799999999999
1902-XBTFB,1,Masculino,0,0,1,22,1,0,Fibra optica,0,1,1,0,1,0,Mensual,1,Cheque electronico,89.4,2001.5,2.98,21-30,1966.8000000000002
1904-WAJAA,0,Femenino,0,1,1,24,1,1,DSL,1,1,1,0,0,0,Dos años,0,Cheque electronico,64.35,1558.65,2.145,21-30,1544.3999999999999
1905-OEILC,0,Femenino,0,0,0,1,1,0,No,0,0,0,0,0,0,Mensual,0,Cheque por correo,19.5,19.5,0.65,0-10,19.5
1907-UBQFC,1,Masculino,1,0,0,10,1,0,Fibra optica,0,1,0,0,0,0,Mensual,1,Cheque electronico,72.85,688.65,2.4283333333333332,11-20,728.5
1907-YLNYW,0,Masculino,0,0,0,8,1,0,DSL,1,0,1,0,0,1,Mensual,1,Cheque electronico,66.7,579.0,2.2233333333333336,0-10,533.6
1910-FMXJM,0,Femenino,0,1,0,36,1,0,Fibra optica,0,0,0,0,0,1,Mensual,0,Cheque electronico,80.4,2937.65,2.68,31-40,2894.4
1915-IOFGU,1,Femenino,0,0,0,1,1,0,Fibra optica,0,0,0,0,0,0,Mensual,0,Cheque electronico,70.5,70.5,2.35,0-10,70.5
1915-OAKWD,0,Femenino,0,0,1,16,1,0,No,0,0,0,0,0,0,Anual,1,Transferencia bancaria (automatica),19.3,360.35,0.6433333333333333,11-20,308.8
1918-ZBFQJ,1,Femenino,0,0,0,13,1,0,Fibra optica,0,1,1,0,0,0,Mensual,1,Cheque electronico,79.25,1111.65,2.6416666666666666,11-20,1030.25
1919-RTPQD,0,Masculino,0,1,1,7,1,0,DSL,0,0,0,0,0,0,Mensual,0,Cheque electronico,44.75,333.65,1.4916666666666667,0-10,313.25
1921-KYSAY,0,Femenino,0,0,0,41,1,1,DSL,0,0,1,1,0,1,Anual,1,Cheque electronico,68.6,2877.05,2.2866666666666666,41-50,2812.6
1925-GMVBW,0,Femenino,0,0,0,5,1,0,No,0,0,0,0,0,0,Mensual,0,Tarjeta de credito (automatica),20.55,96.1,0.685,0-10,102.75
1925-LFCZZ,0,Masculino,1,0,0,55,0,0,DSL,0,0,1,0,1,1,Anual,1,Transferencia bancaria (automatica),50.05,2743.45,1.6683333333333332,51-60,2752.75
1925-TIBLE,1,Femenino,0,1,0,7,1,1,Fibra optica,0,0,0,0,1,0,Mensual,1,Cheque electronico,86.5,582.5,2.8833333333333333,0-10,605.5
1926-QUZNN,0,Femenino,0,1,0,72,1,1,No,0,0,0,0,0,0,Dos años,1,Transferencia bancaria (automatica),25.25,1841.2,0.8416666666666667,71-80,1818.0
1927-QEWMY,0,Femenino,0,1,0,72,1,0,No,0,0,0,0,0,0,Dos años,0,Tarjeta de credito (automatica),20.5,1502.25,0.6833333333333333,71-80,1476.0
1928-BXYIV,0,Masculino,0,0,0,1,1,1,DSL,1,1,0,0,0,0,Mensual,0,Cheque electronico,61.15,61.15,2.038333333333333,0-10,61.15
1929-ZCBHE,0,Masculino,0,1,1,47,0,0,DSL,1,0,1,1,0,0,Anual,0,Cheque electronico,40.3,1794.8,1.3433333333333333,41-50,1894.1
1930-BZLHI,0,Masculino,0,0,0,21,1,0,No,0,0,0,0,0,0,Anual,1,Cheque por correo,20.35,422.7,0.6783333333333333,21-30,427.35
1930-QPBVZ,0,Masculino,0,1,1,68,1,0,Fibra optica,1,1,0,1,0,1,Dos años,0,Transferencia bancaria (automatica),95.1,6683.4,3.17,61-70,6466.799999999999
1930-WNXSB,0,Masculino,0,1,1,58,1,0,Fibra optica,0,1,0,0,1,1,Mensual,1,Cheque electronico,92.85,5305.05,3.0949999999999998,51-60,5385.299999999999
1932-UEDCX,0,Masculino,1,1,0,33,1,1,Fibra optica,0,1,0,0,1,1,Mensual,1,Transferencia bancaria (automatica),100.6,3270.25,3.353333333333333,31-40,3319.7999999999997
1934-MKPXS,0,Masculino,0,1,1,33,1,0,No,0,0,0,0,0,0,Anual,0,Tarjeta de credito (automatica),20.1,620.55,0.67,31-40,663.3000000000001
1934-SJVJK,1,Masculino,0,0,0,1,1,0,No,0,0,0,0,0,0,Mensual,0,Cheque por correo,20.15,20.15,0.6716666666666666,0-10,20.15
1935-IMVBB,0,Masculino,0,1,0,56,1,0,Fibra optica,0,0,0,0,1,1,Mensual,0,Cheque por correo,89.7,4952.95,2.99,51-60,5023.2
1936-CZAKF,0,Masculino,0,1,0,49,0,0,DSL,0,1,0,0,1,1,Dos años,0,Tarjeta de credito (automatica),49.65,2409.9,1.655,41-50,2432.85
1936-UAFEH,0,Femenino,0,0,0,68,1,1,Fibra optica,1,1,0,1,1,1,Dos años,0,Tarjeta de credito (automatica),110.25,7279.35,3.675,61-70,7497.0
1937-OTUKY,0,Femenino,0,1,0,72,1,1,Fibra optica,1,0,1,1,1,0,Dos años,1,Transferencia bancaria (automatica),98.2,7015.9,3.2733333333333334,71-80,7070.400000000001
1941-HOSAM,0,Masculino,0,1,1,1,1,0,Fibra optica,0,0,0,0,1,1,Mensual,1,Cheque electronico,90.1,90.1,3.003333333333333,0-10,90.1
1942-OQFRW,0,Masculino,0,0,0,1,1,0,DSL,0,0,0,0,0,0,Mensual,0,Cheque electronico,44.0,44.0,1.4666666666666666,0-10,44.0
1945-XISKS,0,Femenino,0,1,0,67,1,0,No,0,0,0,0,0,0,Dos años,0,Cheque por correo,19.65,1335.2,0.6549999999999999,61-70,1316.55
1950-KSVVJ,0,Femenino,0,1,0,45,1,1,Fibra optica,1,1,1,1,1,1,Anual,0,Cheque por correo,113.3,5032.25,3.7766666666666664,41-50,5098.5
1951-IEYXM,0,Masculino,0,1,1,72,1,1,DSL,1,1,1,1,1,1,Dos años,1,Tarjeta de credito (automatica),90.6,6441.85,3.02,71-80,6523.2
1952-DVVSW,0,Femenino,0,1,0,10,1,0,No,0,0,0,0,0,0,Anual,0,Cheque por correo,20.1,184.4,0.67,11-20,201.0
1955-IBMMB,0,Masculino,0,0,0,59,1,0,No,0,0,0,0,0,0,Dos años,1,Transferencia bancaria (automatica),20.2,1192.3,0.6733333333333333,51-60,1191.8
1956-YIFGE,0,Masculino,0,1,1,22,1,0,Fibra optica,0,1,1,0,1,1,Anual,1,Cheque por correo,100.05,2090.25,3.335,21-30,2201.1
1958-RNRKS,0,Masculino,0,1,0,30,1,1,DSL,0,0,0,0,0,0,Mensual,0,Cheque electronico,49.9,1441.95,1.6633333333333333,31-40,1497.0
1960-UOTYM,0,Masculino,0,1,1,52,1,0,DSL,1,1,1,0,1,1,Dos años,0,Cheque electronico,79.2,4016.3,2.64,51-60,4118.400000000001
1960-UYCNN,0,Masculino,0,0,0,10,1,1,Fibra optica,0,1,1,0,0,1,Mensual,1,Cheque electronico,95.25,1021.55,3.175,11-20,952.5
1963-SVUCV,1,Masculino,0,0,0,1,1,0,DSL,0,0,0,0,0,0,Mensual,0,Cheque electronico,45.3,45.3,1.51,0-10,45.3
1963-VAUKV,1,Femenino,0,0,0,1,1,0,No,0,0,0,0,0,0,Mensual,0,Cheque por correo,20.4,20.4,0.6799999999999999,0-10,20.4
1964-SVLEA,0,Masculino,0,0,0,20,1,0,No,0,0,0,0,0,0,Anual,1,Cheque por correo,19.7,415.9,0.6566666666666666,21-30,394.0
1965-AKTSX,1,Femenino,1,0,0,14,1,1,Fibra optica,0,1,0,0,0,0,Mensual,1,Cheque electronico,78.95,1101.85,2.631666666666667,11-20,1105.3
1965-DDBWU,1,Masculino,0,0,0,16,1,1,Fibra optica,0,0,0,1,0,1,Mensual,1,Tarjeta de credito (automatica),89.05,1448.6,2.9683333333333333,11-20,1424.8
1970-KKFWL,0,Femenino,0,0,0,35,1,1,No,0,0,0,0,0,0,Dos años,0,Transferencia bancaria (automatica),23.3,797.1,0.7766666666666667,31-40,815.5
1971-DTCZB,0,Femenino,0,1,0,72,1,1,DSL,1,1,1,1,1,1,Dos años,1,Transferencia bancaria (automatica),90.95,6468.6,3.0316666666666667,71-80,6548.400000000001
1972-XMUWV,0,Femenino,0,1,0,65,1,0,DSL,0,0,0,1,1,0,Dos años,1,Tarjeta de credito (automatica),59.8,3808.2,1.9933333333333332,61-70,3887.0
1976-AZZPJ,0,Masculino,0,1,0,7,0,0,DSL,1,1,0,0,0,0,Mensual,0,Cheque por correo,34.2,256.6,1.1400000000000001,0-10,239.40000000000003
1976-CFOCS,1,Femenino,1,1,0,1,1,0,DSL,0,0,0,0,0,0,Mensual,0,Cheque electronico,46.0,46.0,1.5333333333333334,0-10,46.0
1977-STDKI,1,Femenino,1,0,0,1,1,0,Fibra optica,0,1,0,0,0,0,Mensual,1,Cheque electronico,73.0,73.0,2.433333333333333,0-10,73.0
1980-KXVPM,1,Femenino,1,0,0,3,1,1,Fibra optica,0,0,0,0,0,0,Mensual,1,Tarjeta de credito (automatica),75.05,256.25,2.5016666666666665,0-10,225.14999999999998
1981-INRFU,1,Femenino,0,0,0,2,1,0,Fibra optica,0,0,0,0,1,0,Mensual,1,Cheque electronico,79.75,164.5,2.658333333333333,0-10,159.5
1982-FEBTD,0,Femenino,0,1,1,23,1,1,No,0,0,0,0,0,0,Dos años,1,Tarjeta de credito (automatica),25.6,514.75,0.8533333333333334,21-30,588.8000000000001
1984-FCOWB,1,Femenino,0,1,0,70,1,1,Fibra optica,0,1,1,1,1,1,Anual,1,Cheque electronico,109.5,7674.55,3.65,71-80,7665.0
1984-GPTEH,0,Femenino,0,0,0,29,1,1,No,0,0,0,0,0,0,Mensual,0,Cheque electronico,25.15,702.0,0.8383333333333333,21-30,729.3499999999999
1985-MBRYP,0,Femenino,0,0,0,43,1,0,No,0,0,0,0,0,0,Dos años,1,Transferencia bancaria (automatica),19.65,779.25,0.6549999999999999,41-50,844.9499999999999
1986-PHGZF,0,Masculino,1,0,0,18,1,1,DSL,1,1,0,0,0,0,Mensual,1,Tarjeta de credito (automatica),58.4,964.9,1.9466666666666665,11-20,1051.2
1987-AUELQ,0,Femenino,0,1,0,71,1,1,No,0,0,0,0,0,0,Dos años,0,Tarjeta de credito (automatica),25.05,1873.7,0.8350000000000001,71-80,1778.55
1989-PRJHP,1,Masculino,1,1,0,27,1,1,Fibra optica,0,0,0,0,0,0,Mensual,1,Cheque electronico,75.5,1893.95,2.5166666666666666,21-30,2038.5
1991-VOPLL,0,Femenino,0,0,0,9,1,0,No,0,0,0,0,0,0,Mensual,0,Cheque por correo,19.05,157.65,0.635,0-10,171.45000000000002
1996-DBMUS,0,Femenino,1,1,0,48,1,0,Fibra optica,0,0,0,0,0,0,Mensual,1,Transferencia bancaria (automatica),70.65,3545.05,2.355,41-50,3391.2000000000003
1998-VHJHK,0,Femenino,0,0,0,27,1,0,No,0,0,0,0,0,0,Anual,0,Cheque por correo,19.15,501.35,0.6383333333333333,21-30,517.05
2000-DHJUY,0,Femenino,1,1,0,70,1,1,DSL,1,1,1,1,1,1,Dos años,1,Transferencia bancaria (automatica),92.2,6474.45,3.0733333333333333,71-80,6454.0
2000-MPKCA,0,Femenino,0,0,0,58,1,1,Fibra optica,1,1,1,0,1,1,Anual,1,Cheque electronico,107.75,6332.75,3.591666666666667,51-60,6249.5
2001-EWBQU,0,Femenino,0,0,0,60,1,1,Fibra optica,0,1,1,0,1,1,Dos años,0,Cheque electronico,104.7,6333.8,3.49,61-70,6282.0
2001-MCUUW,0,Masculino,0,0,0,46,1,1,Fibra optica,0,1,1,1,1,1,Dos años,0,Cheque electronico,108.65,4903.2,3.621666666666667,41-50,4997.900000000001
2002-MZHWP,1,Femenino,0,0,0,1,1,0,No,0,0,0,0,0,0,Mensual,0,Cheque por correo,20.5,20.5,0.6833333333333333,0-10,20.5
2003-CKLOR,1,Masculino,0,0,0,66,1,0,Fibra optica,0,1,1,0,1,1,Mensual,0,Cheque electronico,99.5,6710.5,3.316666666666667,61-70,6567.0
2004-OCQXK,1,Femenino,0,0,0,1,1,0,Fibra optica,0,0,0,0,0,1,Mensual,1,Cheque electronico,81.95,81.95,2.731666666666667,0-10,81.95
2005-DWQZJ,0,Femenino,0,1,1,8,1,0,No,0,0,0,0,0,0,Dos años,0,Cheque por correo,19.05,201.7,0.635,0-10,152.4
2007-QVGAW,0,Femenino,0,1,1,68,1,0,No,0,0,0,0,0,0,Dos años,1,Transferencia bancaria (automatica),19.35,1292.65,0.645,61-70,1315.8000000000002
2011-TRQYE,1,Masculino,0,0,0,18,0,0,DSL,0,1,1,0,0,0,Mensual,1,Tarjeta de credito (automatica),33.5,600.0,1.1166666666666667,11-20,603.0
2012-NWRPA,1,Femenino,1,1,0,11,1,1,Fibra optica,0,0,1,0,1,1,Mensual,1,Cheque electronico,99.55,1131.2,3.3183333333333334,11-20,1095.05
2013-SGDXK,1,Femenino,0,0,0,1,1,0,Fibra optica,0,1,0,0,1,0,Mensual,0,Cheque electronico,84.3,84.3,2.81,0-10,84.3
2014-MKGMH,0,Femenino,0,0,0,46,1,1,Fibra optica,0,0,1,0,1,1,Anual,1,Cheque electronico,101.1,4674.4,3.3699999999999997,41-50,4650.599999999999
2017-CCBLH,0,Femenino,0,0,0,8,1,0,No,0,0,0,0,0,0,Dos años,0,Cheque por correo,20.0,141.6,0.6666666666666666,0-10,160.0
2018-PZKMU,0,Masculino,0,1,1,9,1,0,Fibra optica,0,0,1,1,1,1,Mensual,0,Cheque electronico,103.1,970.45,3.4366666666666665,0-10,927.9
2018-QKYGT,0,Masculino,0,1,1,1,1,0,Fibra optica,0,0,0,0,0,1,Mensual,1,Cheque electronico,81.05,81.05,2.7016666666666667,0-10,81.05
2019-HDCZY,0,Masculino,0,1,0,63,1,1,Fibra optica,0,0,1,0,1,1,Dos años,0,Cheque electronico,102.6,6296.75,3.42,61-70,6463.799999999999
2023-VQFDL,0,Masculino,0,0,0,18,1,0,No,0,0,0,0,0,0,Mensual,0,Cheque electronico,19.0,348.8,0.6333333333333333,11-20,342.0
2024-BASKD,1,Femenino,0,0,0,1,1,0,Fibra optica,0,0,1,0,0,0,Mensual,1,Cheque por correo,74.6,74.6,2.4866666666666664,0-10,74.6
2025-JKFWI,1,Masculino,0,0,0,13,1,1,Fibra optica,0,0,0,1,1,1,Mensual,1,Cheque por correo,99.0,1301.7,3.3,11-20,1287.0
2026-TGDHM,1,Femenino,0,0,0,7,1,0,Fibra optica,0,0,0,0,0,1,Mensual,1,Cheque electronico,79.3,523.15,2.643333333333333,0-10,555.1
2027-CWDNU,0,Masculino,0,1,1,18,1,0,Fibra optica,0,0,0,1,0,1,Mensual,1,Cheque electronico,85.6,1601.5,2.853333333333333,11-20,1540.8
2027-DNKIV,0,Masculino,0,1,1,37,1,0,DSL,1,0,1,1,0,0,Anual,1,Cheque por correo,58.75,2203.1,1.9583333333333333,31-40,2173.75
2027-FECZV,1,Masculino,0,0,0,12,1,1,Fibra optica,0,1,1,0,1,1,Mensual,1,Cheque electronico,106.7,1253.9,3.5566666666666666,11-20,1280.4
2027-OAQQC,1,Femenino,0,0,0,43,0,0,DSL,0,0,1,0,1,1,Mensual,1,Transferencia bancaria (automatica),49.05,2076.2,1.635,41-50,2109.15
2027-WKXMW,0,Femenino,0,1,0,63,1,1,Fibra optica,0,1,1,1,1,1,Mensual,1,Cheque electronico,108.75,6871.7,3.625,61-70,6851.25
2030-BTZRO,0,Masculino,0,1,1,6,1,0,No,0,0,0,0,0,0,Dos años,1,Tarjeta de credito (automatica),20.4,107.6,0.6799999999999999,0-10,122.39999999999999
2034-CGRHZ,1,Masculino,1,0,0,24,1,1,Fibra optica,0,1,1,0,1,1,Mensual,1,Tarjeta de credito (automatica),102.95,2496.7,3.4316666666666666,21-30,2470.8
2034-GDRCN,1,Femenino,0,0,0,2,1,0,Fibra optica,0,0,0,0,1,1,Mensual,1,Cheque electronico,90.4,168.2,3.0133333333333336,0-10,180.8
2037-SGXHH,1,Masculino,0,1,1,38,1,1,Fibra optica,0,1,1,0,1,0,Mensual,1,Cheque electronico,94.65,3624.3,3.1550000000000002,31-40,3596.7000000000003
2037-XJFUP,1,Masculino,0,1,0,33,1,0,Fibra optica,0,0,1,0,1,1,Anual,1,Cheque electronico,95.8,3036.75,3.1933333333333334,31-40,3161.4
2038-LLMLM,0,Femenino,0,0,0,48,1,1,Fibra optica,0,0,1,1,1,1,Mensual,1,Cheque electronico,103.85,4946.05,3.4616666666666664,41-50,4984.799999999999
2038-OEQZH,0,Masculino,0,0,0,4,1,0,Fibra optica,0,0,1,0,0,1,Mensual,0,Cheque electronico,86.05,308.1,2.868333333333333,0-10,344.2
2038-YSEZE,0,Femenino,0,0,0,29,1,1,DSL,1,1,0,1,0,0,Mensual,0,Cheque por correo,67.45,1801.1,2.2483333333333335,21-30,1956.0500000000002
